id,first_name,last_name,gender,birth_date,age,email,phone_number,address,city,postal_code,country,inn,passport_number,disease,chronic_condition,insurance_status,monthly_medical_expenses_usd,monthly_income_usd,monthly_expenses_usd,loan_amount_usd,loan_purpose,credit_score,education_level,employment_status,years_of_experience,family_size,number_of_children,marital_status,housing_status,industry
9495,Mary,Aguirre,Female,1978-12-17,47,griffinrichard@bonilla-ellis.com,557.995.0314x62316,455 Shelly Via,Christopherside,42659,Trinidad and Tobago,477102452875,607022436,Asthma,None,Insured,1079.93,14905.35,12208.39,59538.41,Car,847,PhD,Self-employed,20,4,3,Widowed,Rent,Government
9496,Krista,Short,Female,2003-02-09,22,peckjimmy@hotmail.com,001-832-459-7429x2124,7608 Beth Extension Apt. 780,Marymouth,09980,Western Sahara,143398747756,281675236,Depression,Acid Reflux,Partially Insured,370.38,3455.51,1549.39,7345.05,Home,790,Bachelor's,Student,4,1,0,Single,Living with Family,Healthcare
9497,Eddie,Gutierrez,Male,1962-03-28,63,nathanlawrence@middleton-king.com,382.418.5356x42406,12112 Walker Garden,Torreston,08527,United Arab Emirates,497468669307,558969405,Diabetes,Acid Reflux,Insured,610.19,2731.96,1352.16,7378.23,Home,395,Master's,Employed,2,5,4,Divorced,Living with Family,Government
9498,William,Brown,Male,1962-09-22,63,gnorton@gmail.com,(968)630-4953,984 David Viaduct,South Christopherfort,22589,Belarus,158929905431,540934956,Diabetes,Seasonal Allergy,Insured,1962.07,32639.81,15978.25,148953.48,Business,644,PhD,Employed,43,7,5,Married,Living with Family,IT
9499,Anita,Nichols,Female,1962-11-29,63,tbailey@mitchell-lee.com,+1-129-202-4428,6353 Sandra Rapids Apt. 620,Lake Kimberly,71873,Western Sahara,507757426452,670103581,Asthma,Acid Reflux,Partially Insured,1675.71,5495.58,4825.23,9373.94,Car,798,Bachelor's,Retired,10,2,1,Divorced,Own,Finance
9500,Justin,Harvey,Male,1962-01-08,63,bensonkelly@tucker.net,+1-496-411-3767x234,02763 David Tunnel,Riosmouth,25654,Saint Pierre and Miquelon,351851479074,609062635,None,Seasonal Allergy,Insured,1783.88,17238.52,7632.63,31488.73,Personal,579,PhD,Retired,25,3,1,Married,Mortgage,Education
9501,Teresa,Curtis,Female,1980-09-10,45,leekeith@page.com,001-648-412-4782x1125,290 Mosley Street Apt. 560,North Warrenview,94706,United Arab Emirates,734000005287,315525244,Asthma,Seasonal Allergy,Insured,1581.49,9613.9,8472.55,22709.32,Business,570,Master's,Retired,13,1,0,Single,Own,None
9502,Ernest,Brown,Male,1950-07-10,75,sara17@yahoo.com,9526297480,019 Lisa Causeway,Jennifershire,95673,Belarus,770609035691,599824409,Hypertension,None,Insured,374.21,2848.18,1802.0,7577.54,Medical,612,PhD,Unemployed,1,5,3,Married,Living with Family,None
9503,Alexandra,Wright,Female,1952-11-27,73,fosterfrederick@hotmail.com,001-083-608-6443x165,276 Walker Crossroad Apt. 136,Jeffreyburgh,13715,Western Sahara,584662168627,894393487,None,Acid Reflux,Partially Insured,1478.82,14892.06,8569.85,6979.31,Personal,741,Master's,Self-employed,26,2,0,Married,Rent,Healthcare
9504,Amanda,Swanson,Female,1982-07-29,43,nicholasjohnson@green.com,(679)448-4273x60790,96731 Cox Branch Suite 689,Jonberg,40106,Western Sahara,741602714607,583919176,Hypertension,Seasonal Allergy,Insured,96.51,7662.6,3337.66,17267.46,Personal,768,PhD,Retired,10,2,1,Widowed,Rent,IT
9505,Daniel,Bishop,Male,1993-08-16,32,jodilopez@yahoo.com,598-455-5970,969 Matthew Run Suite 252,Lake Heatherborough,63943,United Arab Emirates,963954881357,121910943,None,Acid Reflux,Uninsured,1122.73,7260.02,4684.99,27197.93,Medical,606,Master's,Retired,9,2,1,Divorced,Own,Education
9506,Ronald,Steele,Male,1941-03-09,84,michael49@gmail.com,777-588-7257,533 Jones Forks Apt. 580,Hunterburgh,62107,United Arab Emirates,189852831068,523476886,None,None,Insured,728.48,40961.69,29074.73,118061.7,Personal,624,PhD,Self-employed,66,3,2,Single,Living with Family,Retail
9507,Derek,Espinoza,Male,2005-06-26,20,joseph92@yahoo.com,(736)269-8295x1026,7442 Nelson Hollow Suite 739,New Jessicatown,77925,Western Sahara,524617025828,510736045,Hypertension,Acid Reflux,Insured,1438.62,1111.05,471.28,3711.9,Car,440,High School,Unemployed,1,1,0,Single,Rent,IT
9508,Tiffany,Baker,Female,1950-03-10,75,jschmidt@lin-salazar.com,001-574-033-2564x6697,99725 Cisneros Row Suite 783,South Nathanielberg,12713,Trinidad and Tobago,479692848475,678081123,Hypertension,Seasonal Allergy,Uninsured,795.34,29868.91,14896.67,91935.27,Medical,646,Bachelor's,Self-employed,57,2,1,Divorced,Living with Family,Transportation
9509,Daniel,Gross,Male,1968-09-04,57,jessemonroe@yahoo.com,+1-604-963-6648x160,99436 Thomas Corners,Valdezchester,76806,Belarus,187305944609,227806159,Hypertension,Seasonal Allergy,Uninsured,1208.58,12282.7,8366.65,11232.12,Home,624,Bachelor's,Employed,29,3,2,Widowed,Living with Family,Education
9510,Matthew,Franklin,Male,1948-05-15,77,wjimenez@santos.com,001-145-779-6695x813,033 Knight Divide,Port Brendaton,24682,Trinidad and Tobago,915086807221,199579695,Asthma,None,Insured,549.07,14009.05,10846.02,67534.86,Business,394,Bachelor's,Employed,32,4,3,Widowed,Own,Construction
9511,William,Ramsey,Male,1956-04-05,69,robertsonpaul@smith-garcia.com,624-490-1741,7957 David Mall,Singletonland,01288,Trinidad and Tobago,316856606511,883729211,Depression,Acid Reflux,Insured,598.13,4207.21,3658.11,9580.31,Business,353,PhD,Unemployed,3,5,4,Divorced,Own,None
9512,Michaela,Rice,Female,1942-02-27,83,trodriguez@jones-sanchez.org,0144577282,0002 Gabriella Greens,Bankshaven,95673,United Arab Emirates,996370239757,759081565,Hypertension,None,Partially Insured,1849.53,24120.28,16105.61,19236.08,Business,732,Bachelor's,Student,45,1,0,Single,Mortgage,Hospitality
9513,Alexandria,Silva,Female,1934-11-22,91,allenkenneth@matthews.net,694.652.9157,4872 Green Dale,East Suzannemouth,89743,United Arab Emirates,893261928344,607237675,None,None,Uninsured,1157.63,12801.21,10183.89,43073.8,Car,466,Bachelor's,Self-employed,23,1,0,Single,Living with Family,Government
9514,Ashley,Smith,Female,1969-08-10,56,emma70@moore-ramirez.com,+1-870-693-1428,711 Gonzales Extensions Suite 887,Aprilshire,42199,Belarus,110729970941,634095785,Diabetes,None,Partially Insured,18.01,16620.66,10842.1,75713.0,Home,799,PhD,Employed,31,6,5,Divorced,Rent,Education
9515,John,Gay,Male,1984-10-22,41,barnettmichele@miller.com,001-301-546-9586x75862,841 Deborah Well Apt. 006,Davidbury,30195,Trinidad and Tobago,897080475934,898912699,Asthma,Arthritis,Partially Insured,1061.36,2003.29,1545.06,4504.83,Business,724,Bachelor's,Employed,1,5,3,Married,Rent,Transportation
9516,Brianna,White,Female,1990-10-10,35,tapiagabriel@james-floyd.com,846.904.2311,08935 Breanna Spring Suite 491,North Sharon,76806,Belarus,970566995574,516192484,Diabetes,Acid Reflux,Partially Insured,525.16,11927.17,10327.37,28671.52,Education,623,PhD,Employed,15,4,2,Married,Mortgage,Education
9517,Samuel,Zimmerman,Male,1950-03-18,75,vasquezjorge@hotmail.com,(984)298-6519,7996 Michaela Ferry Suite 922,Elizabethville,12713,Western Sahara,896816024044,883607041,Diabetes,Acid Reflux,Insured,1254.02,12181.78,10939.53,5063.51,Personal,524,Bachelor's,Self-employed,23,4,2,Married,Own,Healthcare
9518,Teresa,Pace,Female,1935-06-18,90,johnstonrobin@gmail.com,(293)470-4646x35808,20084 Johnny Garden,Myersmouth,21310,Saint Pierre and Miquelon,399448433145,743668850,Depression,Arthritis,Partially Insured,1829.19,12985.51,7756.01,2583.56,Home,389,PhD,Employed,22,6,5,Divorced,Rent,Hospitality
9519,Tara,Gutierrez,Female,1935-06-09,90,crystalgibson@yahoo.com,(491)637-2523x8841,91493 Gregory Throughway,East Anthony,94706,Belarus,288985458593,738890454,Diabetes,None,Insured,1205.66,3194.44,2302.14,9741.59,Education,394,Bachelor's,Unemployed,5,5,3,Married,Mortgage,Government
9520,David,Allen,Male,1997-05-19,28,dchan@hall.com,+1-798-858-9450x34226,994 Kelsey Knoll,Port James,05618,Saint Pierre and Miquelon,523819001265,500950940,None,Acid Reflux,Partially Insured,295.88,3295.7,2952.63,9189.41,Medical,809,Associate Degree,Self-employed,5,1,0,Single,Living with Family,Hospitality
9521,Anthony,Miles,Male,1979-10-15,46,hurleyjordan@yahoo.com,634.082.8023,24916 Frye Mall Suite 995,North David,63943,United Arab Emirates,845862361671,361839652,Diabetes,None,Partially Insured,607.59,4956.35,2281.61,4170.25,Business,395,Master's,Unemployed,8,2,0,Married,Living with Family,Hospitality
9522,Kimberly,Taylor,Female,1950-01-25,75,pjackson@hotmail.com,504.181.2819x2795,122 Shah Groves Suite 008,Mariebury,24530,United Arab Emirates,675547343170,146422329,Diabetes,Arthritis,Partially Insured,1670.42,9559.78,5236.56,16005.26,Home,712,Bachelor's,Unemployed,15,5,4,Widowed,Own,Construction
9523,Luke,Davis,Male,1983-10-19,42,stephaniepowers@gmail.com,606-487-0788x0085,914 Theodore Vista,East Williamview,45471,United Arab Emirates,476338803904,640103036,Depression,None,Partially Insured,833.86,8210.74,6845.91,23589.25,Business,668,Bachelor's,Self-employed,19,1,0,Widowed,Living with Family,Construction
9524,Donna,Martinez,Female,1998-08-11,27,toliver@yahoo.com,(227)890-3353x2121,03887 Ralph Prairie Apt. 668,Stevenbury,85718,Belarus,385329487570,761978537,Depression,Arthritis,Uninsured,1470.36,2443.66,1701.32,3019.06,Education,369,Master's,Employed,1,1,0,Divorced,Living with Family,IT
9525,Chad,Mason,Male,1934-08-27,91,vpeterson@benitez.org,883.501.8783x554,14795 Peterson Cape Apt. 498,North Juan,72448,Belarus,501730654902,228245829,Depression,Arthritis,Insured,446.36,12131.85,7951.48,49470.2,Personal,632,Bachelor's,Retired,28,7,5,Married,Living with Family,Transportation
9526,Michael,Quinn,Male,1978-09-06,47,watsonbryan@rivers-cruz.info,+1-146-985-2701,6969 Kim Crossroad,Lake Debbiefurt,85718,United Arab Emirates,717912143946,822486529,None,Arthritis,Uninsured,548.95,15733.75,8363.72,47895.22,Personal,814,Master's,Student,26,3,1,Married,Living with Family,Hospitality
9527,Hector,Robinson,Male,1959-12-04,66,cneal@hotmail.com,(782)248-2466,21536 Rachel Squares Suite 802,Zhangchester,12982,Saint Pierre and Miquelon,708456277422,198287945,None,Seasonal Allergy,Uninsured,19.11,1958.5,925.72,1419.37,Business,453,PhD,Self-employed,0,2,0,Married,Mortgage,Education
9528,Brian,Herrera,Male,1996-04-27,29,henryamanda@brown-benjamin.com,(048)722-3470x2267,2965 Flores Hollow,West Sherry,96217,United Arab Emirates,131391999832,512562624,Depression,None,Insured,1960.82,6211.87,4989.12,20196.5,Education,784,Bachelor's,Self-employed,9,1,0,Widowed,Living with Family,Government
9529,Derek,Mason,Male,1961-07-28,64,colleen21@gmail.com,195.755.7076,6889 Barbara Ways,West Derek,15156,Trinidad and Tobago,648746000816,968068304,Depression,Arthritis,Partially Insured,1247.74,7368.79,4667.98,26323.64,Car,490,Master's,Unemployed,13,1,0,Widowed,Living with Family,Finance
9530,Kelly,Robles,Female,1956-12-31,69,matthew21@gmail.com,025-909-3870x88749,97554 Edward Views,North Patricia,17449,Belarus,424823551508,956081322,None,None,Insured,1901.74,22295.02,11736.58,96560.79,Home,391,Bachelor's,Employed,50,5,4,Widowed,Rent,Transportation
9531,Darrell,Jimenez,Male,1988-07-25,37,johncrane@yahoo.com,082.406.4080,29991 Elizabeth Parkway,Kingside,23654,United Arab Emirates,761595328393,265736024,Hypertension,Arthritis,Insured,1717.54,4716.01,3866.95,728.88,Education,801,PhD,Unemployed,4,2,0,Married,Mortgage,Construction
9532,James,Mendoza,Male,1938-06-16,87,mpatterson@mcgee.com,500.835.7201,817 Julie Mountains,East Claudia,36355,United Arab Emirates,301842304247,933536605,Depression,None,Uninsured,1961.18,27926.53,23814.77,92579.91,Medical,309,Master's,Unemployed,53,2,1,Single,Living with Family,Transportation
9533,Emily,Henry,Female,1998-06-01,27,garymurray@williams.com,012.999.8845x53040,48808 Jason Lights,East Harold,33057,Trinidad and Tobago,607644254267,309678315,Depression,Acid Reflux,Uninsured,300.55,5440.71,3880.32,12575.07,Education,529,Master's,Retired,6,2,0,Married,Mortgage,Transportation
9534,Brett,Keller,Male,1946-03-07,79,dwilson@yahoo.com,537-945-2850,6999 Frederick Circle,Garciaville,08102,United Arab Emirates,959250799504,962365793,Diabetes,Seasonal Allergy,Insured,288.6,24407.96,13276.39,85185.68,Home,734,PhD,Employed,31,1,0,Widowed,Living with Family,Healthcare
9535,Daniel,Johnson,Male,1962-01-11,63,tcollins@gmail.com,001-346-364-9293,081 Lane Spring,Katiefort,45639,United Arab Emirates,890094773039,342518542,Depression,None,Uninsured,1788.67,8277.79,3872.04,2877.24,Home,780,PhD,Unemployed,9,1,0,Single,Mortgage,IT
9536,David,Pittman,Male,1983-08-22,42,shanehill@harris.com,(293)827-9436x48440,936 Ball Run,Meganfurt,66353,Western Sahara,595449301644,136879170,None,Acid Reflux,Uninsured,1166.99,5240.57,3218.26,25968.31,Medical,667,PhD,Retired,6,1,0,Divorced,Mortgage,Hospitality
9537,Billy,Walker,Male,1968-08-17,57,brittanyanderson@rodriguez.com,356.074.9138,7889 Long Greens,North Maureenland,28633,Belarus,905425276738,640000055,Asthma,None,Insured,1380.39,21944.57,16565.49,46060.28,Home,829,Bachelor's,Self-employed,38,4,3,Divorced,Rent,Education
9538,Robin,Whitaker,Female,1968-03-28,57,zparker@yahoo.com,(489)629-0322x93608,532 Hunter Causeway Apt. 621,North Christinaport,52634,Western Sahara,267189453578,252980421,None,None,Partially Insured,1541.93,5818.97,3253.41,24989.18,Education,739,PhD,Employed,6,4,2,Married,Living with Family,Education
9539,David,Norris,Male,1989-09-26,36,wblevins@phillips.com,001-135-452-2881x200,88755 Leon Light Suite 837,Port Claire,28633,Trinidad and Tobago,920346092289,609613883,Diabetes,Acid Reflux,Insured,760.71,2263.67,1199.95,6391.03,Business,649,Bachelor's,Self-employed,2,4,2,Married,Living with Family,None
9540,Eric,Werner,Male,1972-05-18,53,tonyaking@hotmail.com,(014)089-6316x0412,340 Guerrero Inlet Apt. 120,Port Paigemouth,84363,Western Sahara,595727513148,695699931,None,None,Uninsured,11.04,14479.59,11059.65,45045.08,Education,660,Bachelor's,Employed,30,6,5,Widowed,Living with Family,IT
9541,Andrew,Baker,Male,1983-10-02,42,mark81@gmail.com,336-563-1951x734,1346 Bell Key,Port Randyfort,37606,Belarus,645518817873,145781265,Depression,None,Partially Insured,1230.61,1912.37,1085.52,9339.3,Car,614,PhD,Student,0,1,0,Single,Rent,Construction
9542,Jonathan,Hunter,Male,1943-09-17,82,scottmontgomery@yahoo.com,129-690-3477x3759,281 Brown Trail Suite 719,Jameston,57794,Western Sahara,581869795892,716526948,None,None,Partially Insured,409.79,27619.04,18453.29,96362.14,Business,548,PhD,Employed,51,5,4,Single,Mortgage,Construction
9543,Joseph,Rose,Male,1944-10-14,81,melissamiller@alexander-james.com,828-151-6075x726,19502 Amber Road Apt. 183,Kellybury,89743,Belarus,266334981828,172165105,Hypertension,Acid Reflux,Partially Insured,1347.57,13759.84,5643.77,19500.31,Car,464,Bachelor's,Student,33,1,0,Divorced,Mortgage,Education
9544,Lisa,Jackson,Female,1950-12-07,75,thorntonscott@hotmail.com,+1-273-573-2535x67755,45528 Owens Forges,Lake Michelle,73548,Belarus,411901732224,764967136,None,Acid Reflux,Insured,1802.6,8433.07,3744.68,41184.74,Medical,480,Master's,Retired,16,1,0,Single,Living with Family,Finance
9545,Richard,Chambers,Male,1961-10-10,64,allendixon@hotmail.com,474.999.6960x1749,78725 Farmer Pass,Collierview,80707,Trinidad and Tobago,485973335707,642919123,Depression,Acid Reflux,Partially Insured,1537.89,10757.34,8967.08,32105.47,Education,725,Master's,Student,18,3,2,Divorced,Mortgage,IT
9546,Sarah,Aguilar,Female,1994-05-21,31,ericstafford@gmail.com,453-846-8248,85428 Rojas Park,New Lindsay,29485,Saint Pierre and Miquelon,768460381630,520715808,Hypertension,Acid Reflux,Partially Insured,343.74,3240.73,2609.07,5537.95,Education,768,Bachelor's,Student,3,3,1,Married,Own,Finance
9547,Todd,Marks,Male,1941-04-16,84,nataliecaldwell@gmail.com,(162)085-5076,60821 Cooke Passage,Hernandezstad,95673,Saint Pierre and Miquelon,951558822918,282621007,Depression,Seasonal Allergy,Uninsured,1055.96,14580.24,9019.68,63847.74,Education,304,Bachelor's,Self-employed,29,1,0,Single,Rent,Hospitality
9548,Latasha,Ross,Female,1955-05-06,70,hlopez@yahoo.com,270.383.3122,750 Hernandez Bypass,Hayestown,64589,Western Sahara,686481100879,791462342,None,Arthritis,Uninsured,1355.55,22501.68,13700.87,32984.64,Education,771,Master's,Employed,48,1,0,Divorced,Rent,None
9549,Ian,Mason,Male,1949-11-10,76,aliciasellers@booker-miller.com,+1-552-146-7675x73064,11069 Javier Circle Apt. 687,West Marktown,23654,Trinidad and Tobago,963096243404,259133885,Diabetes,Arthritis,Partially Insured,1078.73,8278.43,5832.92,16409.28,Education,555,Master's,Unemployed,13,1,0,Single,Rent,Transportation
9550,Johnny,Morrow,Male,2005-08-29,20,terrybrown@yahoo.com,+1-866-607-5965x8887,844 Barnett Light,West Cory,00879,Trinidad and Tobago,894535471227,574685481,Hypertension,None,Partially Insured,237.37,880.75,576.42,995.83,Business,794,High School,Employed,0,1,0,Single,Own,Government
9551,Kelli,Herman,Female,1983-06-17,42,cgutierrez@bush-white.net,(096)215-5998,14224 Thompson Expressway,Schmidtside,95673,United Arab Emirates,204675680412,897599370,Diabetes,Acid Reflux,Partially Insured,949.57,2575.46,2193.77,580.16,Personal,755,Master's,Employed,1,3,2,Single,Living with Family,Finance
9552,Anna,Blair,Female,1956-05-10,69,dustin36@ramirez.info,165.634.1242x3474,7601 White Lake,Christophermouth,53637,United Arab Emirates,727036207546,257330083,None,Acid Reflux,Insured,1081.19,25021.41,14364.93,121667.07,Car,776,PhD,Self-employed,46,2,0,Married,Rent,Hospitality
9553,Melinda,Morris,Female,1958-10-01,67,ytaylor@chapman-johnson.org,001-248-061-6469x1392,33876 Phillip Road Apt. 554,South Michelle,99564,United Arab Emirates,250767316672,467482561,Depression,Seasonal Allergy,Partially Insured,1396.06,7213.17,2943.03,3242.77,Business,677,PhD,Self-employed,7,4,3,Single,Own,Education
9554,Amanda,Mueller,Female,1981-03-25,44,brewerwilliam@yahoo.com,+1-458-727-7882x5706,0243 Doyle Locks Apt. 045,Thomasmouth,33390,Trinidad and Tobago,866586988723,231412392,Asthma,Acid Reflux,Insured,1925.78,6772.1,3484.55,7660.4,Education,405,Bachelor's,Employed,13,2,1,Single,Rent,IT
9555,Richard,Rodriguez,Male,1971-01-28,54,wwilson@hotmail.com,001-158-181-3568x1320,0078 Jose Views,Edwardsmouth,98597,Western Sahara,881526342190,630209200,Hypertension,Seasonal Allergy,Partially Insured,128.61,7713.72,5362.54,626.01,Personal,847,Bachelor's,Unemployed,11,6,5,Divorced,Living with Family,Construction
9556,Alan,Hunt,Male,1937-02-08,88,fmacias@garza.com,+1-752-631-3920x509,3336 Davis Trafficway Suite 755,West Richardberg,63863,Western Sahara,174152605780,615294278,None,Seasonal Allergy,Insured,361.99,39194.08,23211.22,94690.52,Car,824,PhD,Retired,52,3,2,Widowed,Rent,Healthcare
9557,William,Brown,Male,1962-08-22,63,robertpope@salazar.com,001-889-889-0741x485,8339 Emily Stravenue,Cesarburgh,08873,Western Sahara,790181537047,700922966,None,Arthritis,Partially Insured,964.3,2177.05,1619.86,3138.9,Business,497,PhD,Self-employed,0,1,0,Widowed,Own,Education
9558,Bruce,Miller,Male,1959-11-19,66,gstanley@hotmail.com,914-770-6549,014 Matthew Prairie Apt. 110,West Brandonfurt,08666,Saint Pierre and Miquelon,583240368258,806920421,Hypertension,Arthritis,Uninsured,47.06,11029.26,6151.34,46407.88,Personal,313,Master's,Retired,14,2,1,Divorced,Rent,None
9559,Jennifer,Middleton,Female,1960-01-19,65,ralph97@gmail.com,001-027-290-3278,9415 Christopher Plaza Apt. 314,Port Eileen,69245,Belarus,212143096401,721587119,None,Acid Reflux,Uninsured,904.96,5382.73,3169.62,2906.8,Personal,403,Master's,Employed,8,3,2,Widowed,Living with Family,Construction
9560,Brandon,Parker,Male,1976-01-19,49,vmartin@reese.net,5493811716,4554 Roberts Skyway,Wallburgh,37606,Belarus,756490214458,790060760,Asthma,Seasonal Allergy,Partially Insured,788.96,8051.42,5299.47,4699.65,Home,636,Master's,Unemployed,10,2,1,Single,Living with Family,Government
9561,Susan,Guzman,Female,1975-07-13,50,millercourtney@yahoo.com,001-427-398-7738x4319,9578 Monique Shore,Lindashire,33906,Saint Pierre and Miquelon,441826015170,364346246,Asthma,None,Partially Insured,238.76,2055.32,1243.01,1054.11,Car,512,Master's,Student,1,1,0,Divorced,Mortgage,Construction
9562,Brandi,Ellis,Female,1946-05-16,79,brownheather@yahoo.com,336-208-5754x603,53264 Jennifer Islands Apt. 663,Brittanyborough,08527,Saint Pierre and Miquelon,131828937964,783008999,Depression,Arthritis,Uninsured,1940.96,10167.12,4881.67,19998.14,Personal,816,PhD,Self-employed,16,1,0,Divorced,Own,Transportation
9563,David,Walsh,Male,1999-06-06,26,lori95@hotmail.com,8185021065,448 Allison Mall,West Jennamouth,19720,Belarus,284652630322,358179715,Hypertension,Arthritis,Partially Insured,1517.23,3797.24,2075.16,3571.83,Education,533,Associate Degree,Unemployed,7,1,0,Widowed,Rent,IT
9564,Joshua,Jackson,Male,1948-05-26,77,zimmermanstephen@perez-crawford.com,001-300-373-5983x2395,93499 Troy Points Apt. 255,North David,33057,Western Sahara,142085418276,563846682,None,None,Partially Insured,293.22,25187.6,16983.42,33935.87,Car,452,Master's,Self-employed,46,6,5,Divorced,Own,Hospitality
9565,Carolyn,Harper,Female,1936-12-20,89,nicole16@nguyen.com,001-550-183-7145x4552,31353 Duane Lake,Mileshaven,49791,Saint Pierre and Miquelon,901778892500,968790385,Hypertension,Seasonal Allergy,Uninsured,1130.58,44828.61,36559.39,61805.9,Home,329,PhD,Student,59,2,1,Widowed,Living with Family,Healthcare
9566,Mary,Graham,Female,2005-07-02,20,davenportjoanne@johnson.info,4810276651,3023 Holmes Neck,East Andrewport,88866,Belarus,182045907192,982444765,None,Arthritis,Partially Insured,1341.28,1388.49,1200.06,2221.03,Business,690,High School,Unemployed,2,1,0,Single,Mortgage,Healthcare
9567,Sarah,Gray,Female,1990-05-04,35,michaelzavala@hotmail.com,(290)647-1191x261,24920 Connie Shores Suite 406,Port Jenniferport,16102,United Arab Emirates,194547698755,904571582,Asthma,Acid Reflux,Insured,1604.67,7162.73,3772.56,5194.02,Business,750,Master's,Unemployed,9,3,2,Divorced,Mortgage,Retail
9568,Harold,Sullivan,Male,1981-06-26,44,xmccann@hotmail.com,001-013-589-0400x0045,6888 Kimberly Mountain,Brooksstad,72186,Saint Pierre and Miquelon,598743331370,283076924,None,Arthritis,Insured,1824.92,12045.01,9487.43,47625.05,Home,475,Bachelor's,Retired,20,2,1,Single,Rent,None
9569,David,Swanson,Male,1979-07-14,46,hardykari@king.com,757.815.7373x5262,139 Gregory Harbor,New Madison,63863,United Arab Emirates,224343303054,415633344,None,None,Insured,1199.45,3706.59,1576.05,6811.93,Personal,339,Bachelor's,Student,4,2,1,Divorced,Own,Construction
9570,Paul,Robinson,Male,1995-07-23,30,heatherwilson@yahoo.com,001-730-259-9998x60490,65720 Harvey Springs,West Katrinamouth,60241,Belarus,848687274323,563497002,Hypertension,Acid Reflux,Insured,1794.8,2001.65,1211.95,7425.39,Personal,691,Master's,Unemployed,1,1,0,Single,Rent,Government
9571,Beverly,Bender,Female,1979-04-01,46,ashleygarcia@adams.com,(456)398-4684x78505,655 Warner Flat Suite 350,Lake Sara,05618,Trinidad and Tobago,993579290681,925568444,Diabetes,Arthritis,Insured,1382.79,3747.02,3006.95,13812.32,Education,510,Bachelor's,Student,4,1,0,Single,Living with Family,Construction
9572,Shelly,Middleton,Female,1964-07-07,61,mossgrant@yahoo.com,+1-065-134-6020x027,13094 Lopez Ford,Charlesshire,84830,Belarus,587211600064,727251798,None,Arthritis,Uninsured,371.64,9063.6,7389.32,44907.75,Medical,456,PhD,Student,12,2,0,Married,Own,Finance
9573,Douglas,Lawson,Male,2007-02-28,18,masonsteven@potts.com,156-847-3499,0835 John Orchard,Ronaldhaven,48899,Trinidad and Tobago,823180566153,404565827,Diabetes,Arthritis,Partially Insured,208.54,879.56,403.32,666.78,Personal,414,High School,Student,0,1,0,Single,Mortgage,Transportation
9574,Nathaniel,Smith,Male,1994-01-23,31,jackson62@waller.com,024.947.5346,002 Alexander Stream,Rosemouth,42659,Western Sahara,788216137703,222288623,Depression,Arthritis,Partially Insured,1984.78,8975.24,5836.8,13279.54,Education,748,Master's,Student,11,1,0,Divorced,Own,Retail
9575,Jon,Pierce,Male,1936-10-22,89,stacycook@yahoo.com,438-223-1434,6483 Victoria Well,Martinville,03888,United Arab Emirates,390857955180,875564815,Asthma,None,Uninsured,1684.05,37981.51,20431.47,126628.76,Car,677,Master's,Self-employed,59,1,0,Single,Own,Government
9576,George,Henry,Male,2000-06-18,25,ann31@morris-simmons.com,(343)554-0038x546,17345 Tara Drive,South Jeffreytown,63590,Trinidad and Tobago,944114349050,472027998,Hypertension,Arthritis,Uninsured,139.99,2289.27,1172.74,7002.34,Personal,830,Bachelor's,Unemployed,2,1,0,Single,Living with Family,Retail
9577,Carol,Sampson,Female,1969-08-30,56,melissa46@price.com,001-975-872-2316,21458 Bell Land,Port Desiree,16102,United Arab Emirates,570970098115,838374194,Diabetes,None,Partially Insured,1317.78,8812.05,4812.24,25526.49,Home,553,Bachelor's,Student,20,7,5,Married,Living with Family,Finance
9578,Christine,Lewis,Female,1940-06-03,85,barrettkelsey@andrews.com,001-444-605-9396x3295,36213 Jason Crescent Apt. 063,Andreaberg,65533,Saint Pierre and Miquelon,598965321939,858835966,Depression,Arthritis,Partially Insured,385.16,12996.09,5371.57,4827.42,Personal,335,Bachelor's,Unemployed,27,6,5,Widowed,Mortgage,Construction
9579,James,Howard,Male,1972-01-26,53,charlesanderson@smith.com,(183)421-1719,186 Daniel Overpass,North Douglasberg,20237,Trinidad and Tobago,917794467793,505930934,Diabetes,None,Insured,1500.31,6913.15,5970.74,25828.47,Medical,604,PhD,Self-employed,9,6,5,Widowed,Living with Family,IT
9580,Matthew,Paul,Male,1974-12-17,51,robynwilliamson@hotmail.com,5011042501,92916 Sarah Freeway Apt. 523,Blackwellfurt,97647,Saint Pierre and Miquelon,648248286268,703591851,Diabetes,Arthritis,Uninsured,1243.75,20846.62,14648.4,103712.88,Medical,335,PhD,Student,29,5,4,Divorced,Mortgage,Healthcare
9581,Stacey,Wagner,Female,1934-07-12,91,kennethbeck@robles.org,+1-751-998-9409,767 April Burgs,Washingtonmouth,91608,Belarus,399918029750,683180158,Diabetes,Arthritis,Uninsured,1267.35,20454.02,11973.06,49991.11,Car,521,Bachelor's,Retired,53,4,2,Married,Living with Family,Hospitality
9582,Jeremy,Weeks,Male,1971-01-23,54,rogerslauren@compton.info,001-677-301-3924x22514,15816 Young Island,Edwardsville,71886,United Arab Emirates,981791946782,871834604,Asthma,Seasonal Allergy,Insured,461.41,12610.38,5493.45,36641.33,Personal,582,PhD,Retired,19,7,5,Married,Mortgage,Construction
